"","id","Year","Gender (MW)","Race/Ethnicity","State Groups","Admit Date","Admit Date (group)","Acad Rating","Origin Group","Orientation","High School Type","Campus Visit","Open House Status","Fin Aid App","FAFSA Date","Enrolled","Career Objective","Diversity","Honors","PresidentialMerit"
"3852",312770,2021,"Women","Unknown","In-State","9/4/2020","Before January",1,"Web Create Account","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",0,0,0
"3853",312782,2019,"Women","White","In-State","1/24/2019","January",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Transportation and Materials Moving",0,0,0
"3854",312982,2018,"Women","White","Out-of-State","11/1/2017","Before January",1,"Search","None","Public","Other Visit","None","by Apr 30","1/29/2018",0,"Health Professions and Related Clinical Sciences",0,0,0
"3855",313002,2021,"Women","White","In-State","4/21/2021","April",6,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"3856",313026,2019,"Women","White","In-State","1/18/2019","January",1,"SAT-ACT","None","Public","Did not Visit","None","by Apr 30","1/22/2019",0,"Education",0,0,0
"3857",313048,2017,"Women","Black/Af. Amer.","Out-of-State","2/2/2017","February",4,"Application","None","Public","Did not Visit","None","by Apr 30","10/16/2016",0,"Public Administration and Social Service Professions",1,0,0
"3858",313232,2017,"Women","White","In-State","11/29/2016","Before January",2,"Search","1st","Public","Orientation","Spring","by Apr 30","10/5/2016",1,"Unknown/Deciding",0,0,0
"3859",313233,2018,"Women","Black/Af. Amer.","Out-of-State","12/21/2017","Before January",4,"Private Institutions","None","Private","Did not Visit","None","by Apr 30","1/26/2018",0,"Health Professions and Related Clinical Sciences",1,0,0
"3860",313236,2018,"Men","White","Out-of-State","12/14/2017","Before January",3,"Internet","None","Public","Other Visit","Early","by Apr 30","11/21/2017",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"3861",313286,2018,"Men","White","In-State","1/16/2018","January",4,"Private Institutions","None","Public","Other Visit","None","by Apr 30","2/12/2018",0,"Unknown/Deciding",0,0,0
"3862",313359,2020,"Women","White","In-State","2/21/2020","February",6,"Other","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"3863",313371,2017,"Women","Black/Af. Amer.","Out-of-State","3/15/2017","March",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"3864",313404,2021,"Men","White","Out-of-State","3/1/2021","March",1,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"3865",313425,2017,"Women","Black/Af. Amer.","In-State","12/16/2016","Before January",5,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"3866",313458,2017,"Women","White","In-State","11/9/2016","Before January",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"3867",313474,2021,"Women","Foreign (Non-Res)","Out-of-State","1/11/2021","January",2,"Application","None","Unknown","Did not Visit","None","None","1/1/2050",0,"Engineering",0,0,0
"3868",313523,2017,"Women","White","In-State","12/21/2016","Before January",3,"Search","None","Public","Did not Visit","None","by Apr 30","10/28/2016",0,"English Language and Literature/Letters",0,0,0
"3869",313570,2017,"Women","White","Out-of-State","12/6/2016","Before January",2,"Application","None","Private","Did not Visit","None","by Apr 30","11/1/2016",0,"Health Professions and Related Clinical Sciences",0,0,0
"3870",313658,2017,"Men","White","Out-of-State","1/6/2017","January",4,"Internet","None","Public","Other Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"3871",313691,2018,"Women","Foreign (Non-Res)","Out-of-State","1/31/2018","January",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"3872",313741,2021,"Women","White","In-State","11/20/2020","Before January",1,"Application","3rd","Public","Orientation","None","by Apr 30","11/15/2020",1,"Health Professions and Related Clinical Sciences",0,0,1
"3873",313742,2020,"Men","White","In-State","11/21/2019","Before January",4,"Other","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"3874",313764,2019,"Men","Two or More","In-State","12/18/2018","Before January",4,"Campus Visit","None","Private","Other Visit","Fall","by Apr 30","12/25/2018",0,"Security and Protective Services",1,0,0
"3875",313828,2020,"Women","Unknown","In-State","11/4/2019","Before January",5,"Other","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"3876",313896,2021,"Men","Black/Af. Amer.","Out-of-State","1/20/2021","January",6,"Private Institutions","None","Public","Other Visit","None","by Apr 30","10/15/2020",1,"Computer and Information Sciences and Support Services",0,0,0
"3877",314005,2020,"Men","Black/Af. Amer.","In-State","1/8/2020","January",6,"Campus Visit","None","Public","Other Visit","None","by Apr 30","10/9/2019",0,"Engineering",0,0,0
"3878",314016,2021,"Men","White","In-State","10/27/2020","Before January",5,"Other","None","Public","Did not Visit","None","None","1/1/2050",0,"Architecture and Related Services",0,0,0
"3879",314048,2019,"Men","White","In-State","1/14/2019","January",5,"Campus Visit","None","Public","Other Visit","None","by Apr 30","10/26/2018",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"3880",314185,2018,"Women","Black/Af. Amer.","In-State","1/16/2018","January",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"3881",314205,2018,"Women","Unknown","Out-of-State","12/15/2017","Before January",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",0,0,0
"3882",314237,2019,"Men","White","In-State","3/22/2019","March",4,"Application","None","Public","Did not Visit","None","by Apr 30","1/8/2019",0,"None",0,0,0
"3883",314381,2021,"Men","Two or More","In-State","12/15/2020","Before January",3,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"3884",314409,2020,"Men","Black/Af. Amer.","In-State","4/27/2020","April",6,"Other","None","Public","Did not Visit","None","by Apr 30","2/27/2020",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"3885",314413,2019,"Men","White","In-State","11/19/2018","Before January",4,"Web Create Account","None","Public","Other Visit","None","by Apr 30","11/6/2018",0,"Education",0,0,0
"3886",314502,2020,"Men","White","Out-of-State","12/13/2019","Before January",5,"Search","None","Public","Other Visit","None","by Apr 30","10/1/2019",0,"Unknown/Deciding",0,0,0
"3887",314600,2017,"Men","White","In-State","12/16/2016","Before January",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"3888",314648,2021,"Women","Black/Af. Amer.","Out-of-State","11/16/2020","Before January",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",0,0,0
"3889",314651,2019,"Women","White","Out-of-State","10/24/2018","Before January",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Computer and Information Sciences and Support Services",0,0,0
"3890",314656,2018,"Women","Black/Af. Amer.","In-State","1/16/2018","January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Engineering",1,0,0
"3891",314660,2018,"Women","White","In-State","12/7/2017","Before January",2,"Application","3rd","Public","Orientation","Fall","by Apr 30","11/28/2017",1,"Unknown/Deciding",0,0,0
"3892",314712,2020,"Men","Unknown","In-State","9/5/2019","Before January",3,"Campus Visit","Virtual","Public","Orientation","None","by Apr 30","10/21/2019",1,"Unknown/Deciding",0,0,0
"3893",314737,2021,"Women","Black/Af. Amer.","In-State","1/11/2021","January",4,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"3894",314871,2019,"Men","White","Out-of-State","3/8/2019","March",5,"Web Create Account","None","Public","Did not Visit","None","None","1/1/2050",0,"Legal Professions and Studies",0,0,0
"3895",314877,2018,"Men","White","In-State","10/2/2017","Before January",3,"Application","None","Public","Other Visit","None","by Apr 30","10/10/2017",0,"Unknown/Deciding",0,0,0
"3896",314878,2018,"Women","Black/Af. Amer.","Out-of-State","11/15/2017","Before January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"3897",314941,2019,"Men","White","In-State","1/22/2019","January",3,"Application","None","Public","Other Visit","None","by Apr 30","11/18/2018",0,"None",0,0,0
"3898",314982,2019,"Women","White","In-State","9/17/2018","Before January",1,"Other","None","Public","Other Visit","None","None","1/1/2050",0,"Communication, Journalism, and Related Programs",0,0,0
"3899",315043,2017,"Women","Two or More","In-State","3/20/2017","March",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"3900",315065,2020,"Men","White","In-State","11/11/2019","Before January",2,"Application","None","Public","Did not Visit","None","by Apr 30","10/7/2019",0,"Computer and Information Sciences and Support Services",0,0,0
"3901",315211,2021,"Men","Black/Af. Amer.","Out-of-State","3/1/2021","March",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Visual and Performing Arts",0,0,0
"3902",315242,2020,"Women","Black/Af. Amer.","Out-of-State","11/19/2019","Before January",1,"Other","None","Public","Other Visit","None","by Apr 30","12/17/2019",0,"Unknown/Deciding",0,0,0
"3903",315261,2017,"Men","White","In-State","10/10/2016","Before January",5,"Search","None","Public","Did not Visit","None","by Apr 30","10/1/2016",0,"Parks, Recreation, Leisure, and Fitness Studies",0,0,0
"3904",315317,2019,"Women","White","In-State","2/4/2019","February",1,"Web Create Account","None","Public","Did not Visit","None","by Apr 30","12/25/2018",0,"Unknown/Deciding",0,0,0
"3905",315324,2019,"Women","Black/Af. Amer.","Out-of-State","12/11/2018","Before January",4,"Private Institutions","None","Private","Did not Visit","None","by Apr 30","1/13/2019",0,"Biological and Biomedical Sciences",1,0,0
"3906",315350,2018,"Women","Hispanic","In-State","10/27/2017","Before January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",1,0,0
"3907",315377,2017,"Women","Hispanic","Out-of-State","11/30/2016","Before January",3,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"3908",315399,2021,"Men","Two or More","Out-of-State","1/6/2021","January",4,"Application","2nd","Public","Orientation","None","by Apr 30","1/18/2021",1,"Health Professions and Related Clinical Sciences",0,0,0
"3909",315427,2018,"Women","White","Out-of-State","9/25/2017","Before January",5,"High School Visit","None","Public","Other Visit","Early","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"3910",315428,2017,"Men","White","In-State","2/22/2017","February",2,"Application","None","Public","Did not Visit","None","by Apr 30","10/3/2016",0,"Unknown/Deciding",0,0,0
"3911",315546,2018,"Men","Black/Af. Amer.","In-State","1/24/2018","January",4,"Search","None","Public","Did not Visit","None","by Apr 30","1/15/2018",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"3912",315591,2021,"Women","Two or More","In-State","12/4/2020","Before January",1,"Application","None","Public","Did not Visit","None","by Apr 30","11/10/2020",0,"Unknown/Deciding",0,0,0
"3913",315650,2019,"Women","Black/Af. Amer.","Out-of-State","1/7/2019","January",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Communication, Journalism, and Related Programs",1,0,0
"3914",315820,2019,"Women","Two or More","In-State","12/11/2018","Before January",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Legal Professions and Studies",1,0,0
"3915",315841,2017,"Women","White","In-State","11/28/2016","Before January",2,"College Night","None","Public","Did not Visit","None","by Apr 30","11/28/2016",0,"Health Professions and Related Clinical Sciences",0,0,0
"3916",315858,2017,"Women","Black/Af. Amer.","Out-of-State","12/12/2016","Before January",4,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Legal Professions and Studies",1,0,0
"3917",315881,2017,"Women","White","Out-of-State","11/14/2016","Before January",5,"Other","3rd","Public","Orientation","None","by Apr 30","10/12/2016",1,"Public Administration and Social Service Professions",0,0,0
"3918",315900,2018,"Men","Black/Af. Amer.","In-State","3/5/2018","March",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"3919",315909,2018,"Men","Black/Af. Amer.","In-State","3/16/2018","March",4,"SAT-ACT","None","Public","Did not Visit","None","None","1/1/2050",0,"Parks, Recreation, Leisure, and Fitness Studies",1,0,0
"3920",316002,2019,"Women","Black/Af. Amer.","In-State","11/30/2018","Before January",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"3921",316085,2018,"Women","White","In-State","3/28/2018","March",5,"Private Institutions","2nd","Public","Orientation","Early","by Apr 30","2/16/2018",1,"Communication, Journalism, and Related Programs",0,0,0
"3922",316163,2018,"Women","Hispanic","Out-of-State","1/10/2018","January",3,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",1,0,0
"3923",316282,2019,"Women","White","In-State","1/17/2019","January",4,"Application","1st","Public","Orientation","Spring","by Apr 30","1/30/2019",1,"Philosophy-Religious Studies, Theology-Religious Vocations",0,0,0
"3924",316302,2017,"Men","White","Out-of-State","3/24/2017","March",5,"Application","None","Public","Did not Visit","None","by Apr 30","3/27/2017",0,"Security and Protective Services",0,0,0
"3925",316332,2017,"Women","Black/Af. Amer.","In-State","12/12/2016","Before January",3,"Application","None","Public","Did not Visit","None","by Apr 30","10/4/2016",0,"Unknown/Deciding",1,0,0
